_id,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,tipo,auto,ciclom,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,descricao,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
1,2020-01-01T00:00:00,00:39:00,SEM VÍTIMA,CANCELADA,ÁGUA FRIA,RUA SAO SEBASTIAO,1687,,EM FRENTE A IGREJA UNIVERSAL,ÁGUA FRIA,COLISÃO,2,,,,,,,,,0,,,,COLISÃO ENTRE DOIS AUTOS S/V,,,,,,,,,,,,,
2,2020-01-01T00:00:00,01:04:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,1444,AV GENERAL SAN MARTIN,,CORDEIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,80,SUBURBIO,COLISÃO ENTRE DOIS AUTOS S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Dupla,Canteiro central,,
3,2020-01-01T00:00:00,02:16:00,SEM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,,,LADO OPOSTO AO RESIDENCIAL IGNEZ ANDREAZZA,AREIAS,CHOQUE VEÍCULO PARADO,2,,,,,,,,,0,,494,SUBURBIO,COLISÃO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,
4,2020-01-01T00:00:00,02:22:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,,,EM FRENTE AO 1º JARDIM B. VIAGEM,BOA VIAGEM,COLISÃO TRASEIRA,2,,,,,,,,,0,,,CIDADE,COLISÃO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
5,2020-01-01T00:00:00,03:33:00,SEM VÍTIMA,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,,CAIXA ECONÔMICA FEDERAL ILHA DO LEITE,PAISSANDU,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,672,SUBURBIO,COLISÃOENTRE DOIS AUTOS S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,Faixa seccionada,Canteiro central
6,2020-01-01T00:00:00,04:18:00,SEM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,,,,BARRO,COLISÃO TRASEIRA,2,,,,,,,,,0,,,SUBURBIO,COLISÃO ENTRE DOIS AUTOS S/V,Longo da via,Bom,Não existe,Ilegível,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Faixa seccionada,,
7,2020-01-01T00:00:00,04:47:00,SEM VÍTIMA,FINALIZADA,PINA,AV CONSELHEIRO AGUIAR,,AV HERCULANO BANDEIRA,,PINA,CHOQUE OBJETO FIXO,1,,,,,,,,,0,,138,,AUTO CHOCOU-SE EM MURO DE UMA RESIDENCIA E EM UM POSTE S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa seccionada,,
8,2020-01-01T00:00:00,09:06:00,COM VÍTIMA,FINALIZADA,PINA,AVENIDA CELSO FURTADO (VIA MANGUE),,,PROX: SHOPPING RIO MAR . ULTIMA CURVA ANTES DO SHPPING RIO MAR,PINA,CHOQUE OBJETO FIXO,,,1,,,,,,,2,,,BOA VIAGEM,COLISAO COM DUAS VITIMA. MOTO COM GLADIO  DA VIA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,60 km/h,Dupla,Faixa seccionada,,
9,2020-01-01T00:00:00,10:07:00,COM VÍTIMA,FINALIZADA,MADALENA,EST DOS REMEDIOS,2328,,LADO OPOSTO AO LESSA DE ANDRADE,MADALENA,CHOQUE OBJETO FIXO,1,,,,,,,,,1,,,SUBURBIO,PEGEOUT SE CHOCOU COM POSTE E COM O GRADIL DA LOJA DE VEÍCULOS PROVOCANDO AVARIAS EM UM VEÍCULO,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Placas Pare,,Única,Faixa seccionada,,
10,2020-01-01T00:00:00,12:09:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,RUA NOVA DESCOBERTA,1335,,,NOVA DESCOBERTA,CHOQUE VEÍCULO PARADO,1,,,,,,1,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,,
11,2020-01-01T00:00:00,15:00:00,SEM VÍTIMA,FINALIZADA,ROSARINHO,RUA CAPITAO SAMPAIO XAVIER,448,,PORTAL DA PICANHA,ROSARINHO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,SUBURBIO,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Não existe,,
12,2020-01-01T00:00:00,15:03:00,SEM VÍTIMA,FINALIZADA,TORRÕES,RUA QUINZE DE MARCO,,AV ENGENHEIRO ABDIAS DE CARVALHO,AO LADO DA PRAÇA DA CHESF,TORRÕES,COLISÃO TRASEIRA,2,,,,,,,,,0,,422,,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,40 km/h,Única,Faixa seccionada,,
13,2020-01-01T00:00:00,16:46:00,SEM VÍTIMA,FINALIZADA,BOMBA DO HEMETÉRIO,RUA BOMBA DO HEMETERIO,273,,,BOMBA DO HEMETÉRIO,COLISÃO FRONTAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa contínua,,
14,2020-01-01T00:00:00,16:56:00,SEM VÍTIMA,FINALIZADA,SAN MARTIN,RUA VINTE E UM DE ABRIL,20,RUA OUREM,LOJA MULTILAR,SAN MARTIN,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,0,,,SUBURBIO,COLISÃO S/VITIMAS UMA MOTO E UM AUTO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Não existe,,
15,2020-01-01T00:00:00,23:46:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA DEZ DE JULHO,210,RUA CAMBOIM,APÓS A ESTAÇÃO AEROPORTO / NA RUA DO SALÃO DE FESTA MAISON CRISTAL,BOA VIAGEM,COLISÃO FRONTAL,1,,1,,,,,,,1,,,BEIRA MAR,ENTRE AUTO E MOTO. C/V,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Placas Pare,,Única,Faixa seccionada,,
16,2020-01-01T00:00:00,23:50:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,AV ENGENHEIRO ABDIAS DE CARVALHO,,AV GENERAL SAN MARTIN,SEMÁFORO Nº 058,CORDEIRO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,58,SUBURBIO,ENTRE 2 AUTOS. S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,Faixa seccionada,Canteiro central
17,2020-01-02T00:00:00,06:14:00,COM VÍTIMA,FINALIZADA,AREIAS,AV RECIFE,63,RUA GONCALVES DE MAGALHAES,E/F A AMERICA FILM E POSTO IPIRANGA,AREIAS,ABALROAMENTO LONGITUDINAL,,,1,,,1,,,,1,,393,CIDADE,COLISÃO C/VITIMA ENTRE UMA MOTO E UM ONIBUS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Dupla,Canteiro central,,
18,2020-01-02T00:00:00,07:20:00,SEM VÍTIMA,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,,SOB O SEMÁFORO,PAISSANDU,COLISÃO TRASEIRA,2,,,,,,,,,0,,69,,COLISÃO S/VITIMAS ENTRE DOIS AUTOS ENTRE DOIS AUTOS (GM EVANDRO E EVERTON SILVA NO QTH),Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Agente,Outras,60 km/h,Única,Faixa seccionada,,
19,2020-01-02T00:00:00,08:48:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,242,RUA ARQUITETO LUIZ NUNES,SEMÁFORO 636,IPSEP,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,636,SUBURBIO,SEM VITIMAS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa contínua,,
20,2020-01-02T00:00:00,08:56:00,SEM VÍTIMA,FINALIZADA,MADALENA,RUA DES LUIZ SALAZAR,98,RUA PESSOA DE MELO,,MADALENA,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,,CIDADE,SEM VITIMAS,Cruzamento,Bom,Não existe,Não existente,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Não existe,,
21,2020-01-02T00:00:00,09:14:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,980,RUA CAFESOPOLIS,POSTO BR,IMBIRIBEIRA,COLISÃO TRASEIRA,2,,,,,,,,,0,,288,CIDADE,COLISÃO S/VITIMAS ENTRE DOIS AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Canteiro central,,
22,2020-01-02T00:00:00,09:50:00,SEM VÍTIMA,FINALIZADA,AFOGADOS,,,,EM FRENTE A LOJA MARCUS SAPATOS,AFOGADOS,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,53,SUBURBIO,SEM VITIMAS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Única,Faixa contínua,,
23,2020-01-02T00:00:00,10:27:00,SEM VÍTIMA,CANCELADA,COHAB,RUA DEPUTADO JOAQUIM COUTINHO,15 B,,EM FRENTE A UPA DA LAGOA ENCANTADA,COHAB,COLISÃO,1,,1,,,,,,,0,,,,SEM VITIMAS,,,,,,,,,,,,,
24,2020-01-02T00:00:00,10:33:00,COM VÍTIMA,FINALIZADA,BARRO,AV DR JOSE RUFINO,67,RUA MAJOR CHAGAS DE OLIVEIRA,NA ENTRADA DA BR 101 (AUTO ELÉTRICA VAL),BARRO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,CIDADE,COLISÃO C/VITIMA ENTRE UMA MOTO E UM AUTO,Cruzamento,Bom,Não existe,,Seca,Mal conservada,Não existe,Não há placas,,Dupla,Faixa contínua,,
25,2020-01-02T00:00:00,12:21:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA VISCONDE DE JEQUITINHONHA,410,,E/F AO SOBERANO,BOA VIAGEM,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,CIDADE,ENTRE AUTO PASSEIO X MOTO COM VÍTIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Única,,,
26,2020-01-02T00:00:00,13:09:00,SEM VÍTIMA,FINALIZADA,ENGENHO DO MEIO,RUA GOVERNADOR LOPO GARRO,,RUA LINDOLFO COLOR,,ENGENHO DO MEIO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Não existe,,Seca,,Não existe,Placas Pare,,Dupla,Não existe,,
27,2020-01-02T00:00:00,13:27:00,SEM VÍTIMA,CANCELADA,NOVA DESCOBERTA,RUA ALTO JARDIM PROGRESSO,,,NO TERMINAL DO TRASPORTE COMPLEMENTAR,NOVA DESCOBERTA,COLISÃO,,,,,,2,,,,0,,,,COLISAO ENTRE DOIS MICROONIBUS DO TRASPORTE COMPLEMENTAR,,,,,,,,,,,,,
28,2020-01-02T00:00:00,14:12:00,SEM VÍTIMA,FINALIZADA,JORDÃO,RUA DES EVANDRO NETTO,728,RUA DR ALVARO FERRAZ,,JORDÃO,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Não existe,,
29,2020-01-02T00:00:00,14:15:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV CONSELHEIRO AGUIAR,,RUA JORNALISTA FRANCISCO ALMEIDA,,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,ENTRE DOIS AUTOS S/V,,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Única,Faixa contínua,Faixa seccionada,
30,2020-01-02T00:00:00,14:27:00,SEM VÍTIMA,FINALIZADA,PORTO DA MADEIRA,RUA JUDITE,378,AV ANIBAL BENEVOLO,APÓS BARBEARIA GE CABELOS,PORTO DA MADEIRA,CHOQUE VEÍCULO PARADO,1,,,,,,1,,,0,,,SUBURBIO,COLISÃO SEM VÍTIMA,,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Não existe,,
31,2020-01-02T00:00:00,14:36:00,COM VÍTIMA,FINALIZADA,PRADO,RUA JOAO IVO DA SILVA,181,,E/F A HONDA,PRADO,COLISÃO COM CICLISTA,,,1,1,,,,,,1,,,SUBURBIO,COLISAO ENTRE MOTO E CICLISTA VT 15 NO LOCAL,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa contínua,Faixa seccionada,Canal
32,2020-01-02T00:00:00,15:23:00,SEM VÍTIMA,FINALIZADA,ILHA DO RETIRO,EST DOS REMEDIOS,,AV ENGENHEIRO ABDIAS DE CARVALHO,BOB'S,ILHA DO RETIRO,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,52,,ENTRE DOIS AUTOS S/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Canteiro central,,
33,2020-01-02T00:00:00,16:01:00,COM VÍTIMA,FINALIZADA,IPUTINGA,AV CAXANGA,,AV LUIZ DE LACERDA,E/F AO TERMINAL TI CDU EM FRENTE A FORD GRANVIA,IPUTINGA,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,SUBURBIO,COLISAO ENTRE TAXI E MOTO COM UMA VITIMA,Esquina,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Canteiro central,,
34,2020-01-02T00:00:00,16:07:00,COM VÍTIMA,FINALIZADA,FUNDÃO,AV BEBERIBE,2697,RUA CORONEL URBANO RIBEIRO DE SENA,NA ENTRADA DA BARRIGUDA NO SEMAFORO 307,FUNDÃO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,307,SUBURBIO,AUTO E MOTO.,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Não existe,,
35,2020-01-02T00:00:00,16:39:00,SEM VÍTIMA,FINALIZADA,MACAXEIRA,AV NORTE,,,EM FRENTE AO PARQUE DA MACAXEIRA,MACAXEIRA,CHOQUE VEÍCULO PARADO,1,,,,,1,,,,0,,,CIDADE,ENTRE ONIBUS X AUTO PASSEIO S/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Canteiro central,,
36,2020-01-02T00:00:00,16:52:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA BARAO DE SOUZA LEAO,,,SOB O SEMÁFORO 159,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,159,SUBURBIO,ENTRE DOIS AUTOS S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,60 km/h,Única,,,
37,2020-01-02T00:00:00,17:16:00,SEM VÍTIMA,FINALIZADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,EM FRENTE A SAÍDA / ENTRADA DO ARMAZÉM 14,BAIRRO DO RECIFE,ABALROAMENTO LONGITUDINAL,1,,,,,,1,,,0,,,CIDADE,COLISAO ENTRE CAMINHAO E AUTOS S/V,Longo da via,Bom,Não existe,Incompleta,Seca,Mal iluminada,,Outras,30 km/h,Única,Faixa seccionada,,
38,2020-01-02T00:00:00,17:42:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,4861,,LADO OPOSTO A PARVI LOCADORA,IMBIRIBEIRA,COLISÃO TRASEIRA,1,,1,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6c,60 km/h,Dupla,Canteiro central,,
39,2020-01-02T00:00:00,17:59:00,SEM VÍTIMA,CANCELADA,ENCRUZILHADA,EST DE BELEM,,LGO ENCRUZILHADA,AO LADO DA PAGUE MENOS,ENCRUZILHADA,COLISÃO,1,,,,,,1,,,0,,,,ENTRE AUTO PASSEIO X CAMINHÃO S/V,,,,,,,,,,,,,
40,2020-01-02T00:00:00,20:13:00,COM VÍTIMA,FINALIZADA,MADALENA,RUA JOSE OSORIO,937,,E/F A UNICAR AUTOMOVES,MADALENA,CHOQUE VEÍCULO PARADO,3,,,,,,,,,1,,,SUBURBIO,CONDUTORA DO GM/ONIX DESMAIOU E CAPOTOU O VEICULO QUE- SE CHOCOU CONTRA DOIS OUTROS AUTOS PASSEIO QUE ESTAVAM ESTACIONADOS NA VIA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Dupla,Faixa contínua,,
41,2020-01-02T00:00:00,20:32:00,SEM VÍTIMA,CANCELADA,ILHA DO RETIRO,RUA SPORT CLUBE DO RECIFE,,,E/F AO SPORT CLUBE DO RECIFE,ILHA DO RETIRO,COLISÃO,1,,,,,1,,,,0,,355,,ONIBUS X AUTO PASSEIO S/V,,,,,,,,,,,,,
42,2020-01-02T00:00:00,21:14:00,SEM VÍTIMA,CANCELADA,BAIRRO DO RECIFE,AV ALFREDO LISBOA,,,E/F AO MARCO ZERO,BAIRRO DO RECIFE,COLISÃO,2,,,,,,,,,0,,,,ENTRE DOIS AUTOS S/V,,,,,,,,,,,,,
43,2020-01-02T00:00:00,23:55:00,COM VÍTIMA,FINALIZADA,BONGI,AV ENGENHEIRO ABDIAS DE CARVALHO,1480,,E/F A ESTACIO / PROX AO POSTO DISLUB,BONGI,COLISÃO TRASEIRA,1,,1,,,,,,,2,,,SUBURBIO,ENTRE AUTO PASSEIO E MOTO COM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,,,Única,Faixa seccionada,,
44,2020-01-03T00:00:00,00:39:00,SEM VÍTIMA,FINALIZADA,CORDEIRO,RUA ODETE MONTEIRO,,AV PROFESSOR ESTEVAO FRANCISCO DA COSTA,,CORDEIRO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,589,SUBURBIO,COLISÃO ENTRE DOIS AUTOS- S/V,Cruzamento,Bom,Intermitente,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa seccionada,,
45,2020-01-03T00:00:00,06:04:00,SEM VÍTIMA,CANCELADA,SÃO JOSÉ,AV DANTAS BARRETO,,,PROX A PRAÇA SERGIO LORETO   EM  FRENTE AO POSTO DE GASOLINA BR,SÃO JOSÉ,COLISÃO,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VITIMAS,,,,,,,,,,,,,
46,2020-01-03T00:00:00,06:41:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,LADO OPOSTO AO IBIS HOTEL / SEMÁFORO 218,IMBIRIBEIRA,COLISÃO TRASEIRA,1,,,,,,1,,,0,,218,CIDADE,COLISÃO S/VITIMAS ENTRE UM CAMINHÃO E UM AUTO (V.T 14(INS.FERNANDES) NO QTH),Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Canteiro central,,
47,2020-01-03T00:00:00,06:42:00,SEM VÍTIMA,FINALIZADA,ENCRUZILHADA,RUA CASTRO ALVES,,,,ENCRUZILHADA,ABALROAMENTO LONGITUDINAL,1,,,,,1,,,,0,,666,SUBURBIO,COLISAO S/ VITIMA VEICULO E ONIBUS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Faixa seccionada,,
48,2020-01-03T00:00:00,07:44:00,SEM VÍTIMA,EQUIPE NO LOCAL,CURADO,RUA DR GEORGE WILLIAM BUTLER,432,,EM FRENTE A VIP LEILÕES,CURADO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,0,,,,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,60 km/h,Dupla,Faixa contínua,,
49,2020-01-03T00:00:00,07:53:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA AURORA,,AV MARIO MELO,E/F AO TRIBUNAL DE CONTAS DO ESTADO,BOA VISTA,COLISÃO COM CICLISTA,,,1,1,,,,,,1,,600,SUBURBIO,COLISÃO C/VITIMA ENTRE UMA MOTO E UMA BICICLETA (V.T NO 29),Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Faixa,Canteiro central,
50,2020-01-03T00:00:00,08:04:00,SEM VÍTIMA,FINALIZADA,SÃO JOSÉ,AV SUL,1500,,,SÃO JOSÉ,COLISÃO TRASEIRA,3,,,,,,,,,0,,260,CIDADE,COLISÃO S/VITIMAS ENTRE TRÊS AUTOS,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,Canteiro central,
51,2020-01-03T00:00:00,08:08:00,COM VÍTIMA,FINALIZADA,IBURA,LAD DA COHAB,,,PROX. A POLICLINICA E ANTIGO MOTEL GIRADOR,IBURA,COLISÃO TRASEIRA,1,,1,,,,1,,,1,,,CIDADE,CAMINHÃO- AUTO E MOTO PONTO FIXO GM TORRES,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
52,2020-01-03T00:00:00,08:10:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV GENERAL MAC ARTHUR,54,,EM FRENTE AO EDIFÍCIO MARIA FERREIRA DE CASTRO,IMBIRIBEIRA,ABALROAMENTO LONGITUDINAL,3,,,,,,,,,0,,,,ENGAVETAMENTO S/ VITIMA ENTRE TRES VEICULOS. GM RAMBALDI E MARCOS MAIA NO LOCAL,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Agente,Não há placas,40 km/h,Única,Faixa seccionada,,
53,2020-01-03T00:00:00,08:29:00,SEM VÍTIMA,CANCELADA,SAN MARTIN,RUA MANOEL VIEIRA,226,,PROX. A IGREJA ASSEMBLEIA DE DEUS,SAN MARTIN,COLISÃO,1,,1,,,,,,,0,,,,MOTO E AUTO,,,,,,,,,,,,,
54,2020-01-03T00:00:00,08:44:00,COM VÍTIMA,FINALIZADA,CABANGA,RUA NOVA DA CABANGA,10,AV SATURNINO DE BRITO,EMBAIXO DO VIADUTO CAP. TEMUDO,CABANGA,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,2,,,SUBURBIO,MOTO E AUTO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,,,,,,
55,2020-01-03T00:00:00,09:06:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3920,,EM FRENTE AO RESTAURANTE FAMILIA JULIANO,BOA VIAGEM,COLISÃO TRASEIRA,1,,,,,1,,,,1,,,SUBURBIO,COLISÃO SEM VITIMAS GM EDSON E DECIO QTH,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa seccionada,,
56,2020-01-03T00:00:00,09:16:00,SEM VÍTIMA,FINALIZADA,PINA,AV HERCULANO BANDEIRA,581,,TABELIONATO FIGUEIREDO,PINA,COLISÃO TRASEIRA,2,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Única,Faixa contínua,Faixa seccionada,
57,2020-01-03T00:00:00,09:34:00,SEM VÍTIMA,FINALIZADA,,AV MARECHAL MASCARENHAS DE MORAES,6111,,LADO OPOSTO AO FERRO +,,COLISÃO TRASEIRA,2,,,,,,,,,0,,,SUBURBIO,COLISAO S/ VITIMA ENTRE DOIS VEICULOS,Longo da via,Bom,Não existe,Perfeito estado,Seca,,Não existe,Não há placas,60 km/h,Dupla,Canteiro central,,
58,2020-01-03T00:00:00,09:42:00,SEM VÍTIMA,DUPLICIDADE,IMBIRIBEIRA,AV ANTONIO TORRES GALVAO,68,,EM FRENTE A LOJA GESSO UNIVERSAL,IMBIRIBEIRA,COLISÃO,,,,,,,1,1,,0,,,,COLISÃO SEM VITIMAS,,,,,,,,,,,,,
59,2020-01-03T00:00:00,09:46:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,RUA ALFREDO MARCONDES,68,,EM FRENTE AO Nº 68,IMBIRIBEIRA,COLISÃO TRASEIRA,1,,,,,,1,,,0,,,,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa seccionada,,
60,2020-01-03T00:00:00,10:15:00,SEM VÍTIMA,CANCELADA,AREIAS,AV IZABEL DE GOES,23,AV RECIFE,LADO OPOSTO DA CONCESSIONARIA CHEVROLET,AREIAS,COLISÃO,1,,,,,,1,,,0,,,,CAMINHÃO E AUTO,,,,,,,,,,,,,
61,2020-01-03T00:00:00,10:42:00,SEM VÍTIMA,FINALIZADA,TORRÕES,AV ENGENHEIRO ABDIAS DE CARVALHO,434,,AO LADO DA UPA,TORRÕES,COLISÃO TRASEIRA,4,,,,,,,,,0,,,SUBURBIO,COLISÃO SEM VITIMAS,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-6a,60 km/h,Única,Faixa seccionada,Canteiro central,
62,2020-01-03T00:00:00,10:48:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA PADRE BERNADINO PESSOA,,RUA DOS NAVEGANTES,RESTAURANTE ILHA DOS NAVEGANTES,BOA VIAGEM,CHOQUE VEÍCULO PARADO,2,,,,,,,,,0,,,,COLISAO S/ VITIMA. ENTRE DOIS VEICULOS,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h,Única,Faixa seccionada,,
