_id,data,hora,natureza_acidente,situacao,bairro,endereco,numero,detalhe_endereco_acidente,complemento,bairro_cruzamento,tipo,auto,ciclom,moto,ciclista,pedestre,onibus,caminhao,viatura,outros,vitimas,vitimasfatais,num_semaforo,sentido_via,descricao,acidente_verificado,tempo_clima,situacao_semaforo,sinalizacao,condicao_via,conservacao_via,ponto_controle,situacao_placa,velocidade_max_via,mao_direcao,divisao_via1,divisao_via2,divisao_via3
3784,2020-11-21T00:00:00,13:17:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,,RUA ALEXANDRINO MARTINS RODRIGUES,E/F AO BOMPREÇO,BOA VIAGEM,COLISÃO TRASEIRA,1,,1,,,,,,,1,,303,SUBURBIO,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA VT 03 BATEDORES DA 13 E 32 NO LOCAL,Longo da via,Bom,Sem defeito,,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa contínua,Canteiro central,
3785,2020-11-21T00:00:00,16:36:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV BOA VIAGEM,6274,,,BOA VIAGEM,ABALROAMENTO LONGITUDINAL,2,,,,,,,,,0,,,CIDADE,COLISÃO SEM VÍTIMA/ COM VEÍCULO OFICIAL,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,,60 km/h,Única,Faixa contínua,Faixa seccionada,
3786,2020-11-21T00:00:00,16:47:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,EM FRENTE AO IBIS HOTEL/ SENTIDO CIDADE,IMBIRIBEIRA,ATROPELAMENTO,1,,,,1,,,,,1,,,CIDADE,ATROPELAMENTO COM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Faixa contínua,,
3787,2020-11-21T00:00:00,19:46:00,SEM VÍTIMA,CANCELADA,ÁGUA FRIA,RUA SAO SEBASTIAO,1556,,PRÓX AO TERMINAL DE ÁGUA FRIA / E/F AO CANAL,ÁGUA FRIA,COLISÃO,2,,,,,,,,,0,,,,ENTRE 2 AUTOS ( A OUTRA PARTE APRESENTA SINAIS FORTES DE EMBRIAGUEZ E ESTA BASTANTE VIOLENTO ) S/V,,,,,,,,,,,,,
3788,2020-11-21T00:00:00,23:20:00,SEM VÍTIMA,FINALIZADA,NOVA DESCOBERTA,AV NORTE,1049,,AO LADO DA PRAÇA DOS TAXISTAS,NOVA DESCOBERTA,COLISÃO TRASEIRA,2,,,,,,,,,0,,65,,DOIS AUTO  OBS:: SUSPEITA DE EMBRIAGUES,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Canteiro central,,
3789,2020-11-21T00:00:00,23:36:00,COM VÍTIMA,FINALIZADA,IPSEP,RUA JEAN EMILE FAVRE,,RUA PAMPULHA,PROX A PRAÇA MAURICEIA SENTIDO BOA VIAGEM E FARMACIA DIARIAMENTE,IPSEP,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,564,BOA VIAGEM,DOIS AUTOS,Cruzamento,Bom,Sem defeito,Não existente,Seca,Perfeito estado,Não existe,Não há placas,,Única,Não existe,,
3790,2020-11-22T00:00:00,03:40:00,SEM VÍTIMA,CANCELADA,MADALENA,AV ENGENHEIRO ABDIAS DE CARVALHO,,EST DOS REMEDIOS,DROGASIL- SENTIDO 232,MADALENA,COLISÃO,2,,,,,,,,,0,,,,SEM VÍTIMAS- CONDUTOR COM SUSPEITA DE EMBRIAGUEZ,,,,,,,,,,,,,
3791,2020-11-22T00:00:00,08:20:00,COM VÍTIMA,FINALIZADA,CORDEIRO,AV CAXANGA,2811,,EM FRENTE A JBS VEÍCULOS. MASSARELLA GRILL,CORDEIRO,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,,CIDADE,COM UMA VITIMA AGUARDANDO SOCORRO-VT 24 DA CTTU NO LOCAL-GM DIEGO MONTEIRO E GM LUANA,Longo da via,Bom,Não existe,Incompleta,Seca,Perfeito estado,Não existe,R-32,,Única,Faixa contínua,Faixa seccionada,
3792,2020-11-22T00:00:00,08:28:00,COM VÍTIMA,FINALIZADA,ALTO SANTA TERESINHA,RUA TAMBOARA,548,,HA 100 METROS DA ASSEMBLEIA DE DEUS,ALTO SANTA TERESINHA,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,2,,,CIDADE,COM VITIMAS AGUARDANDO SAMU,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Faixa seccionada,,
3793,2020-11-22T00:00:00,11:47:00,SEM VÍTIMA,FINALIZADA,IPUTINGA,RUA DR JOSE ANASTACIO DA SILVA GUIMARAES,630,,EM FRENTE AO SUPERMERCADO ECONOMICO,IPUTINGA,COLISÃO,3,,,,,,,,,0,,,,COLISÃO COM SUSPEITA DE ALCOOLEMIA/ INFORMA QUE AO LONGO DA VIA O CONDUTOR COLIDIU COM 2 VEICULOS,,,,,,,,,,,,,
3794,2020-11-22T00:00:00,23:26:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3436,RUA PADRE CARAPUCEIRO,FAIXA DA DIREITA DA DOMINGOS FERREIRA- EM FRENTE AO GOSTO DE BOLO- AO LADO DO BANCO DO BRASIL,BOA VIAGEM,COLISÃO,1,,,,,,,1,,0,,,,COLISÃO ENTRE VIATURA DA PM E AUTO- S/V,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,N/I,Única,Canteiro central,,
3795,2020-11-23T00:00:00,08:32:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,RUA GENERAL SALGADO,820,RUA COSMORAMA,EM FRENTE AO  EDIFICIO CHATEAU  HERMITAGE. PRÓXIMO A SHARK ARENA.,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,,,COLISÃO COM VITIMA,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,,Dupla,Não existe,,
3796,2020-11-23T00:00:00,19:02:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV RECIFE,,,DECIDA DO ACESSO SENTIDO AV MASCARENHAS DE MORAIS,IMBIRIBEIRA,CHOQUE OBJETO FIXO,1,,,,,,,,,1,,,AFOGADOS,AUTO COLIDIU CO O GELO BAIANO,,,,,,,,,,,,,
3797,2020-11-23T00:00:00,19:07:00,SEM VÍTIMA,FINALIZADA,IPSEP,RUA PINTOR ANTONIO ALBUQUERQUE,16,RUA ABDIAS CABRAL DE MOURA,AO LADO DO POSTO SHELL,IPSEP,CHOQUE OBJETO FIXO,,,,,,,1,,,0,,,,CAMINHÃO CHOCOU-SE CONTRA O POSTE- CAUSANDO A QUEDA DO MESMO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,R-6a,30KM,Única,Outros,,
3798,2020-11-23T00:00:00,19:39:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,4036,RUA RIBEIRO DE BRITO,E/F A MORADA DO SOL E AO PET SHOP AMIGO DO BIXO,BOA VIAGEM,COLISÃO,1,,1,,,,,,,1,,,,ENTRE MOTO E AUTO PASSEIO. C/V,,,,,,,,,,,,,
3799,2020-11-23T00:00:00,19:47:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV PINHEIROS,473,RUA ARQUITETO LUIZ NUNES,NO CRUZAMENTO COM A ARQUITETO LUIZ NUNES.,IMBIRIBEIRA,COLISÃO FRONTAL,1,,1,,,,,,,1,,537,CIDADE,COLISAO ENTRE AUTO E MOTO COM VITIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
3800,2020-11-24T00:00:00,09:54:00,COM VÍTIMA,FINALIZADA,APIPUCOS,RUA DE APIPUCOS,600,,EM FRENTE AO MOTEL SENZALA,APIPUCOS,COLISÃO FRONTAL,2,,,,,,,,,2,,,DOIS IRMÃOS,2 AUTOS.,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,,R-6a,,Dupla,Faixa contínua,,
3801,2020-11-24T00:00:00,10:13:00,COM VÍTIMA,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,4318,,EM FRENTE AO EMPRESARIAL RENATO DIAS,PAISSANDU,ATROPELAMENTO,1,,1,,1,,,,,1,,,SUBURBIO,COM VITIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Faixa seccionada,,
3802,2020-11-24T00:00:00,12:39:00,COM VÍTIMA,FINALIZADA,VÁRZEA,RUA PROFESSOR ANTONIO COELHO,455,RUA ODON RODRIGUES DE MORAIS REGO,RUA DO COLÉGIO PONTUAL / PRÓX AO HAPVIDA DA CAXANGÁ,VÁRZEA,COLISÃO COM CICLISTA,1,,,1,,,,,,1,,,SUBURBIO,COLISÃO COM CICLISTA. SAMU NO LOCAL.,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Placas Pare,30 km/h,Dupla,Não existe,,
3803,2020-11-24T00:00:00,12:50:00,SEM VÍTIMA,FINALIZADA,JARDIM SÃO PAULO,RUA LEANDRO BARRETO,159,,PRÓXIMO À IGREJA DE JESUS CRISTO DOS SANTOS DOS ÚLTIMOS DIAS,JARDIM SÃO PAULO,COLISÃO TRASEIRA,2,,,,,,,,,0,,,SUBURBIO,COLISÃO COM VEÍCULO OFICIAL,Longo da via,Bom,Não existe,Não existente,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Dupla,Faixa contínua,,
3804,2020-11-24T00:00:00,13:45:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DA AURORA,,RUA MAMEDE SIMOES,EM FRENTE AO GINÁSIO PERNAMBUCANO,BOA VISTA,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO COM VÍTIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
3805,2020-11-24T00:00:00,17:14:00,COM VÍTIMA,FINALIZADA,VÁRZEA,AV AFONSO OLINDENSE,366,,PLANETA MAR PESCADO,VÁRZEA,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,2,,,,COLISÃO AUTO E MOTO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
3806,2020-11-24T00:00:00,18:44:00,COM VÍTIMA,FINALIZADA,ENCRUZILHADA,EST DE BELEM,190,RUA DONA JULIETA,EM FRENTE A PAROQUI NOSSA SENHORA DE BELEM- AO LADO DO VAN LONG ENCRUZILHADA. EDF. JÚLIO II,ENCRUZILHADA,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO AUTO E MOTO- C/V,Cruzamento,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Não há placas,,Dupla,Faixa contínua,,
3807,2020-11-24T00:00:00,21:14:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,644,RUA DOIS DE JULHO,EM FRENTE A IGREJA MISSIONARIA,SANTO AMARO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO ENTRE AUTO E MOTO COM VITIMA- VT-26 NO LOCAL,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Faixa seccionada,,
3808,2020-11-25T00:00:00,09:04:00,COM VÍTIMA,FINALIZADA,CABANGA,RUA DILERMANO REIS,25,RUA COMANDANTE ANTONIO MANHAES DE MATTOS,AO LADO DA COMPESA.,CABANGA,COLISÃO COM CICLISTA,,,,1,,1,,,,1,,,SUBURBIO,ONIBUS E CICLISTA C/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,30 km/h,Dupla,Faixa contínua,,
3809,2020-11-25T00:00:00,14:09:00,COM VÍTIMA,FINALIZADA,ROSARINHO,EST VELHA DE AGUA FRIA,978,,E/F A FUNDAÇAO DA IBGE E ANTIGO DNOCS,ROSARINHO,ABALROAMENTO LONGITUDINAL,1,,1,,,,,,,1,,,CIDADE,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa contínua,,
3810,2020-11-25T00:00:00,15:43:00,COM VÍTIMA,FINALIZADA,TEJIPIÓ,RUA FALCAO DE LACERDA,354,,EM FRENTE A CLINICA AQUI DOUTOR E PROXIMO AO SEMÁFORO 285,TEJIPIÓ,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO COM VÍTIMA,Longo da via,Bom,,Incompleta,Seca,Mal conservada,Não existe,R-6a,,Dupla,Não existe,,
3811,2020-11-25T00:00:00,17:04:00,COM VÍTIMA,CANCELADA,SAN MARTIN,AV GENERAL SAN MARTIN,2774,,PROX AO COLEGIO ADVENTISTA,SAN MARTIN,COLISÃO,1,,1,,,,,,,1,,,,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,,,,,,,,,,,,,
3812,2020-11-25T00:00:00,19:05:00,COM VÍTIMA,FINALIZADA,SÃO JOSÉ,RUA IMPERIAL,981,TRV DO RAPOSO,E/F A FERRO E AÇO,SÃO JOSÉ,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,510,SUBURBIO,COLISAO ENTRE DOIS AUTOS COM VITIMAS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Única,Faixa contínua,,
3813,2020-11-26T00:00:00,06:25:00,COM VÍTIMA,CANCELADA,ESTÂNCIA,AV DR JOSE RUFINO,,,EM FRENTE A IGREJA DE SANTA LUZIA,ESTÂNCIA,COLISÃO,1,,1,,,,,,,2,,,,COLISÃO COM VÍTIMA,,,,,,,,,,,,,
3814,2020-11-26T00:00:00,11:03:00,SEM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,,,AO LADO DIREITO DA LINHA DO TREM,IMBIRIBEIRA,CHOQUE OBJETO FIXO,,,,,,,1,,,0,,,,NA ENTRADA DO AEROPORTO CARRETA DERRUBOU UM POSTE.,,,,,,,,,,,,,
3815,2020-11-26T00:00:00,11:30:00,COM VÍTIMA,CANCELADA,TAMARINEIRA,AV CONS ROSA E SILVA,2342,,EM FRENTE AO POSTO IPIRANGA,TAMARINEIRA,COLISÃO,1,,1,,,,,,,1,,,,COLISÃO COM UMA VITIMA AGUARDANDO SOCORRO-VT 12 DA CTTU NO LOCAL,,,,,,,,,,,,,
3816,2020-11-26T00:00:00,11:39:00,COM VÍTIMA,FINALIZADA,JIQUIÁ,AV DR JOSE RUFINO,36,RUA PASSO DA SANTA CRUZ,APÓS A RUA ANTÔNIO CARNEIRO- EM FRENTE A FÁBRICA DE YOLANDA.,JIQUIÁ,COLISÃO FRONTAL,,,1,,,,1,,,1,,82,SUBURBIO,COM UMA VITIMA -SAMU NO LOCAL,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Dupla,Faixa contínua,,
3817,2020-11-26T00:00:00,12:15:00,COM VÍTIMA,FINALIZADA,BEBERIBE,AV BEBERIBE,,,PRÓX AO BOMPREÇO E AO CAMPO DO ARRUDA,BEBERIBE,COLISÃO,1,,1,,,,,,,1,,,,COLISÃO COM VÍTIMA. VT 25 NO LOCAL.,,,,,,,,,,,,,
3818,2020-11-26T00:00:00,12:51:00,COM VÍTIMA,FINALIZADA,JOANA BEZERRA,VDO PAPA JOAO PAULO II,,,DESCIDA DO VIADUTO PAPA JOAO PAULO II - SENTIDO DERBY ANTES DA PASSARELA. AO LADO DO FORUM RODOLFO AURELIANO.,JOANA BEZERRA,ATROPELAMENTO,,,,,1,1,,,,1,,,CIDADE,ÔNIBUS BRT E PEDESTRE.,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,Canteiro central,
3819,2020-11-26T00:00:00,15:39:00,COM VÍTIMA,FINALIZADA,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE À FARMÁCIA PAGUE MENOS / PRÓX À AGÊNCIA ITAÚ PERSONNALITÉ,DERBY,ABALROAMENTO LONGITUDINAL,1,,1,,,,1,,,1,,,SUBURBIO,COLISÃO COM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Outros,Não há placas,60 km/h,Dupla,Canal,,
3820,2020-11-26T00:00:00,16:04:00,SEM VÍTIMA,FINALIZADA,PAISSANDU,AV GOVERNADOR AGAMENON MAGALHAES,,,EM FRENTE AO BRADESCO Nº 4481,PAISSANDU,COLISÃO TRASEIRA,2,,,,,,,,,0,,,CIDADE,COLISÃO COM VEICULO OFICIAL- DA SECRETARIA DE MEIO AMBIENTE E SUSTETABILIDADE DE PERNAMBUCO,,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Única,Canteiro central,,
3821,2020-11-26T00:00:00,16:18:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2967,RUA ITACARE,EM FRENTE À FERREIRA COSTA. LADO OPOSTO AO BANCO DO BRASIL.,IMBIRIBEIRA,ABALROAMENTO TRANSVERSAL,2,,,,1,,,,,1,,386,SUBURBIO,SAMU ACIONADO. AGENTES VINÍCIUS E PERICLES NO LOCAL. ABALROAMENTO TRANSVERSAL SEGUIDO DE ATROPELAMENTO.,Esquina,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,60 km/h,Dupla,Faixa seccionada,Canteiro central,Outros
3822,2020-11-26T00:00:00,18:58:00,COM VÍTIMA,FINALIZADA,DERBY,RUA JOAQUIM NABUCO,,,EM FRENTE AO HEMOPE E AO HOSPITAL SANTA JOANA,DERBY,COLISÃO TRASEIRA,1,,1,,,,,,,2,,,SUBURBIO,COLISÃO ENTRE AUTO E MOTO- COM VÍTIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,50 km/h,Única,Faixa seccionada,,
3823,2020-11-27T00:00:00,03:02:00,COM VÍTIMA,FINALIZADA,SANTO ANTÔNIO,RUA DO SOL,,PRC DA REPUBLICA,PROXIMO AO TEATRO SANTA ISABEL,SANTO ANTÔNIO,ABALROAMENTO TRANSVERSAL,1,,1,,,,,,,1,,,,AUTO E MOTO.,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Única,Faixa contínua,,
3824,2020-11-27T00:00:00,08:16:00,COM VÍTIMA,FINALIZADA,MADALENA,AV CAXANGA,653,,EM FRENTE AO COMPAZ- SENT. CIDADE,MADALENA,COLISÃO COM CICLISTA,,,1,1,,,,,,3,,,,MOTO E CICLISTA C/V,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Canteiro central,,
3825,2020-11-27T00:00:00,08:58:00,COM VÍTIMA,CANCELADA,MUSTARDINHA,AV MANOEL GONCALVES DA LUZ,,,EM FRENTE A ACADEMIA DA CIDADE  E A PRAÇA DO ABC,MUSTARDINHA,COLISÃO,1,,1,,,,,,,1,,,,COLISÃO COM VITIMA A ESPERA DO SAMU,,,,,,,,,,,,,
3826,2020-11-27T00:00:00,09:49:00,COM VÍTIMA,FINALIZADA,MADALENA,AV BEIRA RIO,591,,EM ENFRENTE AO PREDIO DO GOVERNADOR. EDF. SOBRADO DO CAPIBARIBE.,MADALENA,CHOQUE VEÍCULO PARADO,1,,1,,,,,,,1,,,TORRE,COM VITIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,,Dupla,Faixa seccionada,,
3827,2020-11-27T00:00:00,10:52:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DA SAUDADE,,RUA JOAO LIRA,,SANTO AMARO,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,0,,308,SUBURBIO,VEICULO OFICIAL DA CASA MILITAR,Cruzamento,Bom,Sem defeito,Incompleta,Seca,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Não existe,,
3828,2020-11-27T00:00:00,10:59:00,COM VÍTIMA,FINALIZADA,TAMARINEIRA,AV NORTE,3538,,EM FRENTE A  VISTOCAR  VISTORIA DO DETRAN,TAMARINEIRA,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,SUBURBIO,COLISÃO COM VITIMA A ESPERA DO SAMU,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Outras,,Dupla,Canteiro central,,
3829,2020-11-27T00:00:00,16:56:00,COM VÍTIMA,FINALIZADA,APIPUCOS,AV DEZESSETE DE AGOSTO,222,,APOS O COLEGIO SILVA JARDIM,APIPUCOS,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,SUBURBIO,COLISAO ENTRE AUTO E MOTO COM UMA VITIMA,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,,Outras,,Dupla,Faixa contínua,,
3830,2020-11-27T00:00:00,19:00:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA AURORA,,AV NORTE,PONTE DO LIMOEIRO . HOSPITAL RECIFE 1 - COVID.,SANTO AMARO,COLISÃO COM CICLISTA,,,1,1,,,,,,1,,243,SUBURBIO,MOTO X CICILISTA. C/V,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Dupla,Não existe,,
3831,2020-11-28T00:00:00,05:57:00,SEM VÍTIMA,FINALIZADA,TORRÕES,RUA LUIZ DA CAMARA CASCUDO,,,BARRACA DE SEU MARTIN,TORRÕES,CHOQUE VEÍCULO PARADO,2,,,,,,,,,0,,,,VEICULO COLIDIU COM O MURO DE UMA RESIDENCIA E O CONDUTOR ESTA VISIVELMENTE EMBRIAGADO SEGUNDO RELATOS,,,,,,,,,,,,,
3832,2020-11-28T00:00:00,07:33:00,SEM VÍTIMA,FINALIZADA,SANTO AMARO,AV CRUZ CABUGA,,RUA PEDRO AFONSO,SOB SEMÁFORO 674,SANTO AMARO,COLISÃO FRONTAL,1,,,,,,,,,0,,674,SUBURBIO,VEICULO CHOCOU-SE COM POSTE / VIRGINIA E JOAO SANTOS NO QTH,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,,Dupla,,,
3833,2020-11-28T00:00:00,11:23:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,RUA DA AURORA,1019,,EM FRENTE A GLOBO. APÓS A ESTÁTUA DO TORTURA NUNCA MAIS. LADO OPOSTO AO NÚMERO INFORMADO.,SANTO AMARO,COLISÃO TRASEIRA,1,,1,,,,,,,1,,,SUBURBIO,AUTO E MOTO PM,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,,Dupla,Faixa seccionada,Canteiro central,
3834,2020-11-28T00:00:00,14:06:00,COM VÍTIMA,FINALIZADA,IMBIRIBEIRA,AV MARECHAL MASCARENHAS DE MORAES,2200,,EM FRENTE A FACULDADE UNIVERSO,IMBIRIBEIRA,ABALROAMENTO LONGITUDINAL,2,,1,,,,,,,1,,,SUBURBIO,COLISÃO COM CARRO E MOTO / O CARRO COLIDIU COM A MOTO E A MOTO COLIDIU COM OUTRO CARRO,Longo da via,Bom,Não existe,Perfeito estado,Seca,Perfeito estado,Não existe,R-6a,,Dupla,Canteiro central,,
3835,2020-11-28T00:00:00,17:13:00,COM VÍTIMA,FINALIZADA,SANTO AMARO,AV NORTE,824,,PRÓX À NATY LANCHES / SENTIDO CABUGÁ. LADO OPOSTO A ANTIGA LBA.,SANTO AMARO,COLISÃO COM CICLISTA,,,1,1,,,,,,2,,,SUBURBIO,COLISÃO COM CICLISTA. VT 26 NO LOCAL.,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Não existe,Não há placas,60 km/h,Única,Faixa seccionada,,
3836,2020-11-28T00:00:00,18:11:00,SEM VÍTIMA,CANCELADA,VÁRZEA,RUA GASTAO VIDIGAL,,,EM FRENTE A FARMACIA DO TRABALHADOR / PROX A UPA DA CAXANGA,VÁRZEA,COLISÃO,2,,,,,,,,,0,,,,COLISÃO COM SUSPEITA DE ALCOOLEMIA,,,,,,,,,,,,,
3837,2020-11-28T00:00:00,21:45:00,SEM VÍTIMA,FINALIZADA,BOA VIAGEM,AV HELIO FALCAO,715,,PRÓX AO COLÉGIO ANCHIETA // PRÓX A CHURRASCARIA PAJUSSARA,BOA VIAGEM,CHOQUE,1,,,,,,,,,0,,,,VEÍCULO CHOCOU-SE CONTRA O MURO DO EDIFÍCIO E O CONDUTOR EVADIU-SE DO LOCAL,,,,,,,,,,,,,
3838,2020-11-28T00:00:00,22:20:00,COM VÍTIMA,CANCELADA,BOA VIAGEM,RUA RIBEIRO DE BRITO,,,EM FRENTE AO POSTO BR- PROXIMO DO VIADUTO TANCREDO NEVES,BOA VIAGEM,ENGAVETAMENTO,3,,1,,,,,,,1,,,,ENGAVETAMENTO ENVOLVENDO TRÊS AUTO E UMA MOTO- COM VÍTIMAS,,,,,,,,,,,,,
3839,2020-11-29T00:00:00,00:55:00,COM VÍTIMA,EQUIPE NO LOCAL,DERBY,AV GOVERNADOR AGAMENON MAGALHAES,,RUA HENRIQUE DIAS,SENTIDO OLINDA/BOA VIAGEM - EM FRENTE AO ANTIGO SPETTUS,DERBY,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,3,,68,,COLISÃO COM VÍTIMA ENTRE DOIS AUTOS,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,,60 km/h,Única,,,
3840,2020-11-29T00:00:00,08:55:00,COM VÍTIMA,FINALIZADA,CASA FORTE,AV DEZESSETE DE AGOSTO,2505,,EM FRENTE A RPA . GERÊNCIA OPERACIONAL DE FISCALIZAÇÃO.,CASA FORTE,COLISÃO TRASEIRA,2,,,,,,,,,1,,,CIDADE,COLISÃO COM VITIMA GM MILLER  QTH,Longo da via,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,R-6a,60 km/h,Dupla,Faixa contínua,,
3841,2020-11-29T00:00:00,09:06:00,COM VÍTIMA,FINALIZADA,BOA VISTA,RUA DO PRINCIPE,,RUA BISPO CARDOSO AYRES,EM FRENTE A IGREJA EVANGELICA PERNAMBUCANA,BOA VISTA,ABALROAMENTO TRANSVERSAL,1,,,,,1,,,,1,,176,CIDADE,COLISÃO COM VITIMA A ESPERA DO SAMU,Cruzamento,Chuvoso,Sem defeito,,Molhada,Perfeito estado,Faixa de pedestre,Não há placas,,Única,Faixa seccionada,,
3842,2020-11-29T00:00:00,13:14:00,COM VÍTIMA,FINALIZADA,BOA VIAGEM,AV ENGENHEIRO DOMINGOS FERREIRA,3838,RUA BRUNO VELOSO,EM FRENTE A DROGASIL/ VIA DA ESQUERDA,BOA VIAGEM,ABALROAMENTO TRANSVERSAL,2,,,,,,,,,1,,338,SUBURBIO,COLISÃO COM VÍTIMA,Cruzamento,Bom,Sem defeito,Perfeito estado,Seca,Perfeito estado,Faixa de pedestre,Outras,,Única,Faixa contínua,Faixa seccionada,Canteiro central
